15.8,18.4,2.6
31.0,39.06,8.06
13.4,25.65,12.25
24.0,20.76,-3.24
23.0,25.87,2.87
6.1,17.91,11.81
27.1,42.96,15.86
13.9,20.01,6.11
13.1,19.01,5.91
31.7,31.27,-0.43
9.0,19.22,10.22
14.5,23.07,8.57
44.0,46.1,2.1
45.0,34.27,-10.73
38.2,27.27,-10.93
41.0,35.79,-5.21
27.5,25.94,-1.56
39.0,29.62,-9.38
19.0,26.58,7.58
26.0,28.54,2.54
36.5,38.62,2.12
35.0,31.4,-3.6
57.7,34.88,-22.82
15.3,21.61,6.31
18.1,28.63,10.53
17.6,19.91,2.31
11.4,20.01,8.61
24.0,30.79,6.79
63.0,52.11,-10.89
15.3,14.88,-0.42
12.7,11.96,-0.74
11.8,19.03,7.23
33.3,26.66,-6.64
16.0,30.86,14.86
10.6,20.44,9.84
30.7,25.83,-4.87
50.5,22.45,-28.05
11.2,19.36,8.16
24.0,21.68,-2.32
53.7,34.12,-19.58
42.0,35.45,-6.55
23.3,33.7,10.4
34.8,28.27,-6.53
19.8,14.47,-5.33
6.9,16.01,9.11
40.0,34.99,-5.01
37.5,32.34,-5.16
22.2,25.94,3.74
12.8,30.56,17.76
35.9,33.29,-2.61
21.9,34.54,12.64
32.2,35.51,3.31
19.0,23.89,4.89
18.3,29.15,10.85
49.3,46.22,-3.08
35.2,30.47,-4.73
74.9,35.79,-39.11
19.1,37.93,18.83
8.2,21.16,12.96
21.6,23.73,2.13
7.8,12.25,4.45
50.4,31.92,-18.48
36.9,33.85,-3.05
30.6,26.13,-4.47
62.1,52.11,-9.99
32.2,49.72,17.52
56.9,25.18,-31.72
19.2,19.61,0.41
7.2,19.36,12.16
31.0,17.69,-13.31
47.3,34.12,-13.18
13.9,27.56,13.66
37.7,34.78,-2.92
37.0,31.94,-5.06
15.6,23.18,7.58
5.1,17.3,12.2
29.1,36.32,7.22
6.9,16.01,9.11
28.5,24.47,-4.03
22.0,30.04,8.04
37.6,39.13,1.53
59.3,46.5,-12.8
29.3,22.7,-6.6
47.7,27.56,-20.14
10.2,23.44,13.24
9.3,12.84,3.54
30.9,32.79,1.89
21.8,20.39,-1.41
39.2,35.79,-3.41
15.5,17.3,1.8
8.5,23.63,15.13
14.2,26.13,11.93
16.8,23.18,6.38
26.3,32.56,6.26
6.7,21.67,14.97
16.7,15.34,-1.36
51.2,22.77,-28.43
16.9,16.92,0.02
27.4,19.97,-7.43
21.0,30.02,9.02
71.0,30.19,-40.81
10.5,19.22,8.72
37.0,37.77,0.77
14.0,31.27,17.27
