38.2,22.82,-15.38
24.2,33.45,9.25
13.2,14.15,0.95
38.1,28.77,-9.33
12.3,23.4,11.1
51.2,29.19,-22.01
12.8,15.46,2.66
32.7,25.96,-6.74
35.7,34.56,-1.14
48.6,44.0,-4.6
15.6,16.02,0.42
5.1,16.26,11.16
40.1,43.21,3.11
50.8,46.68,-4.12
27.1,30.38,3.28
38.2,26.15,-12.05
33.0,29.18,-3.82
36.8,32.19,-4.61
17.2,20.74,3.54
18.5,27.94,9.44
18.8,26.79,7.99
29.1,32.45,3.35
10.2,13.36,3.16
12.8,24.18,11.38
16.8,17.83,1.03
45.4,47.07,1.67
26.3,25.96,-0.34
8.0,29.38,21.38
34.8,32.83,-1.97
34.0,25.46,-8.54
19.2,14.3,-4.9
26.0,28.77,2.77
18.0,18.48,0.48
26.8,16.09,-10.71
21.6,19.91,-1.69
62.1,63.3,1.2
10.6,15.3,4.7
49.1,44.14,-4.96
15.8,15.44,-0.36
27.4,30.16,2.76
30.5,28.09,-2.41
16.7,16.07,-0.63
13.0,16.09,3.09
35.2,37.5,2.3
11.8,16.81,5.01
30.2,23.0,-7.2
56.9,29.08,-27.82
15.5,16.27,0.77
50.4,50.33,-0.07
11.0,17.92,6.92
19.0,29.32,10.32
25.1,21.22,-3.88
10.5,15.7,5.2
20.8,22.54,1.74
18.1,25.81,7.71
11.3,21.83,10.53
24.3,33.78,9.48
11.4,28.74,17.34
37.0,39.8,2.8
31.7,30.7,-1.0
25.2,31.0,5.8
23.9,29.46,5.56
13.9,24.42,10.52
20.6,18.02,-2.58
39.2,29.51,-9.69
39.0,38.51,-0.49
18.3,25.25,6.95
47.3,35.22,-12.08
18.4,24.18,5.78
14.6,16.83,2.23
27.0,27.91,0.91
24.0,23.4,-0.6
7.8,16.75,8.95
12.5,15.7,3.2
30.7,29.32,-1.38
42.7,29.25,-13.45
22.2,23.74,1.54
32.7,23.96,-8.74
33.8,34.08,0.28
41.0,34.08,-6.92
49.0,29.18,-19.82
8.2,11.27,3.07
28.5,22.82,-5.68
13.9,11.27,-2.63
34.8,41.23,6.43
50.5,21.31,-29.19
35.5,36.65,1.15
29.0,35.16,6.16
12.7,14.66,1.96
23.0,20.72,-2.28
45.9,49.75,3.85
23.3,30.57,7.27
29.5,29.38,-0.12
11.2,19.25,8.05
13.1,20.26,7.16
30.9,31.11,0.21
18.0,22.77,4.77
36.1,45.84,9.74
17.0,15.3,-1.7
39.0,26.4,-12.6
24.9,27.81,2.91
53.7,35.22,-18.48
43.4,32.83,-10.57
45.0,39.26,-5.74
13.3,12.76,-0.54
13.9,26.65,12.75
14.7,25.61,10.91
14.0,30.7,16.7
28.7,25.22,-3.48
10.5,13.07,2.57
10.2,23.0,12.8
28.4,28.64,0.24
68.0,61.28,-6.72
15.4,27.13,11.73
14.8,27.11,12.31
30.0,31.81,1.81
28.5,17.85,-10.65
